fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,alcohol.density.ratio,quality_label
6.0,0.28,0.52,1.791759469228055,0.07510747248680541,30.0,139.0,0.99494,3.1,0.36,9.0,6,9.045771604317848,Low
6.0,0.28,0.25,1.0296194171811581,0.04114194333117518,8.0,108.0,0.9929,3.08,0.55,9.0,5,9.064356934233055,Low
7.2,0.2,0.22,0.9555114450274363,0.04305948946044697,17.0,101.0,0.99471,3.37,0.53,10.0,5,10.053181329231636,Low
6.1,0.27,0.25,1.0296194171811581,0.04018178963283184,9.0,109.0,0.9929,3.08,0.54,9.0,5,9.064356934233055,Low
6.0,0.28,0.25,1.0296194171811581,0.04114194333117518,8.0,108.0,0.9929,3.08,0.55,9.0,5,9.064356934233055,Low
6.4,0.29,0.3,1.3609765531356006,0.03536714383729131,25.0,79.0,0.99037,3.29,0.6,12.4,7,12.520573119137293,High
7.4,0.35,0.24,1.9459101490553132,0.04114194333117518,28.0,123.0,0.99304,3.14,0.44,11.3,5,11.379199226617256,Low
8.1,0.12,0.38,0.6418538861723948,0.03343477608623739,36.0,86.0,0.99026,2.8,0.55,12.0,6,12.118029608385676,Low
6.4,0.12,0.3,0.7419373447293773,0.03052920503482287,37.0,94.0,0.98986,3.01,0.56,11.7,6,11.81985331258966,Low
7.2,0.2,0.22,0.9555114450274363,0.04305948946044697,17.0,101.0,0.99471,3.37,0.53,10.0,5,10.053181329231636,Low
7.3,0.4,0.26,1.864080130807681,0.01587334915629015,26.0,90.0,0.98951,2.84,0.54,13.2,7,13.339935927883497,High
7.7,0.11,0.34,2.711377991194885,0.039220713153281295,41.0,114.0,0.99634,3.07,0.59,11.0,7,11.04040789288797,High
6.9,0.23,0.41,2.1972245773362196,0.0295588022415444,30.0,114.0,0.99368,3.22,0.54,11.0,6,11.069962160856614,Low
6.9,0.38,0.38,2.6461747973841225,0.10616019582839065,14.0,94.0,0.99792,3.02,0.48,9.2,5,9.219175885842551,Low
5.8,0.19,0.24,0.832909122935104,0.04305948946044697,38.0,128.0,0.99362,3.77,0.6,10.6,5,10.668062237072522,Low
5.5,0.34,0.26,1.1631508098056809,0.020782539182528502,31.0,119.0,0.98919,3.55,0.49,13.0,8,13.142065730547214,High
6.6,0.23,0.3,2.766319109226186,0.04974209189481407,33.0,118.0,0.99835,3.04,0.54,9.0,6,9.014874542995944,Low
6.6,0.23,0.3,2.766319109226186,0.04974209189481407,33.0,118.0,0.99835,3.04,0.54,9.0,6,9.014874542995944,Low
8.4,0.31,0.31,0.6678293725756554,0.020782539182528502,52.0,148.0,0.99038,2.93,0.32,11.5,5,11.61170459823502,Low
6.7,0.2,0.3,0.8754687373538999,0.0246926125903715,17.0,76.0,0.99104,3.11,0.44,11.0,6,11.09945108169196,Low
8.4,0.31,0.31,0.6678293725756554,0.020782539182528502,52.0,148.0,0.99038,2.93,0.32,11.5,5,11.61170459823502,Low
7.3,0.26,0.24,0.9932517730102833,0.048790164169432,10.0,112.0,0.99286,3.11,0.43,9.9,5,9.971194327498338,Low
6.3,0.22,0.22,1.8870696490323797,0.038258712117090345,31.0,128.0,0.99296,3.12,0.46,10.4,6,10.473735095069289,Low
6.6,0.23,0.3,2.766319109226186,0.04974209189481407,33.0,118.0,0.99835,3.04,0.54,9.0,6,9.014874542995944,Low
7.5,0.19,0.4,2.0918640616783932,0.05448818528406973,50.0,110.0,0.9954,3.06,0.52,9.9,6,9.945750452079567,Low
8.0,0.14,0.33,0.7884573603642702,0.04401688541677433,71.0,162.0,0.9914,3.07,0.47,11.0,6,11.095420617308857,Low
6.8,0.32,0.39,2.3608540011180215,0.025667746748577788,34.0,124.0,0.99286,3.18,0.35,12.1,6,12.187015289164636,Low
6.6,0.23,0.2,2.517696472610991,0.04305948946044697,45.0,131.0,0.99604,2.96,0.51,9.7,6,9.738564716276453,Low
6.6,0.23,0.2,2.517696472610991,0.04305948946044697,45.0,131.0,0.99604,2.96,0.51,9.7,6,9.738564716276453,Low
6.7,0.36,0.26,2.186051276738094,0.03343477608623739,39.0,123.0,0.99119,2.99,0.3,12.2,7,12.308437332902873,High
6.1,0.38,0.42,1.791759469228055,0.01587334915629015,31.0,113.0,0.99007,3.15,0.31,12.4,7,12.524366963952044,High
8.5,0.23,0.28,2.4932054526026954,0.032467190137501496,30.0,97.0,0.99507,3.03,0.39,10.5,7,10.552021465826524,High
7.0,0.2,0.31,2.1972245773362196,0.048790164169432,29.0,213.0,0.99596,3.28,0.57,10.4,6,10.44218643319009,Low
6.0,0.26,0.32,1.5686159179138452,0.028587456851912555,48.0,180.0,0.99011,3.15,0.34,12.0,6,12.119865469493288,Low
6.9,0.3,0.3,2.446685436967803,0.03633192924739028,4.0,28.0,0.99184,3.07,0.32,12.7,6,12.8044845942894,Low
6.7,0.18,0.28,2.4159137783010487,0.038258712117090345,29.0,115.0,0.99469,3.11,0.45,10.9,7,10.958187978164052,High
6.7,0.18,0.28,2.4159137783010487,0.038258712117090345,29.0,115.0,0.99469,3.11,0.45,10.9,7,10.958187978164052,High
6.8,0.18,0.28,2.379546134130174,0.038258712117090345,29.0,113.0,0.99406,3.11,0.45,10.9,7,10.965132889362815,High
7.2,0.19,0.31,1.9878743481543455,0.03343477608623739,17.0,103.0,0.99305,3.15,0.52,11.4,7,11.479784502290922,High
6.2,0.16,0.32,0.7419373447293773,0.03536714383729131,74.0,184.0,0.99096,3.22,0.41,11.0,6,11.100347138128685,Low
5.0,0.27,0.32,1.7047480922384253,0.03149866705937099,58.0,178.0,0.98956,3.45,0.31,12.6,7,12.732931808076316,High
6.3,0.37,0.28,1.9878743481543455,0.03343477608623739,45.0,152.0,0.9921,3.29,0.46,11.6,7,11.692369720794275,High
6.6,0.2,0.27,2.4765384001174837,0.037295784743696894,29.0,130.0,0.99496,3.11,0.44,10.5,7,10.553188067862026,High
6.8,0.18,0.28,2.379546134130174,0.038258712117090345,29.0,113.0,0.99406,3.11,0.45,10.9,7,10.965132889362815,High
6.8,0.18,0.28,2.379546134130174,0.038258712117090345,29.0,113.0,0.99406,3.11,0.45,10.9,7,10.965132889362815,High
6.6,0.28,0.34,0.5877866649021191,0.03633192924739028,42.0,119.0,0.9888,3.03,0.37,12.5,6,12.641585760517799,Low
6.5,0.35,0.36,0.5877866649021191,0.03343477608623739,32.0,111.0,0.98942,3.11,0.5,12.1,8,12.229386913545309,High
6.9,0.25,0.33,0.7884573603642702,0.0344014267173324,35.0,158.0,0.99082,3.02,0.58,11.3,6,11.404695101027432,Low
6.0,0.32,0.3,0.832909122935104,0.0246926125903715,18.0,112.0,0.98802,3.07,0.64,13.3,7,13.461265966275986,High
6.8,0.18,0.28,2.379546134130174,0.038258712117090345,29.0,113.0,0.99406,3.11,0.45,10.9,7,10.965132889362815,High
6.7,0.18,0.28,2.4159137783010487,0.038258712117090345,29.0,115.0,0.99469,3.11,0.45,10.9,7,10.958187978164052,High
6.6,0.2,0.27,2.4765384001174837,0.037295784743696894,29.0,130.0,0.99496,3.11,0.44,10.5,7,10.553188067862026,High
6.3,0.37,0.28,1.9878743481543455,0.03343477608623739,45.0,152.0,0.9921,3.29,0.46,11.6,7,11.692369720794275,High
7.2,0.19,0.31,1.9878743481543455,0.03343477608623739,17.0,103.0,0.99305,3.15,0.52,11.4,7,11.479784502290922,High
6.3,0.18,0.36,0.7884573603642702,0.03343477608623739,26.0,111.0,0.99074,3.16,0.51,11.0,6,11.102812039485638,Low
6.9,0.3,0.36,0.6418538861723948,0.03633192924739028,40.0,156.0,0.98968,3.08,0.36,12.1,6,12.226174116886266,Low
6.2,0.16,0.32,0.7419373447293773,0.03536714383729131,74.0,184.0,0.99096,3.22,0.41,11.0,6,11.100347138128685,Low
5.0,0.27,0.32,1.7047480922384253,0.03149866705937099,58.0,178.0,0.98956,3.45,0.31,12.6,7,12.732931808076316,High
5.0,0.3,0.33,1.547562508716013,0.0295588022415444,54.0,173.0,0.9887,3.36,0.3,13.0,7,13.14857894204511,High
6.5,0.2,0.5,2.9496883350525844,0.05259245011917058,50.0,221.0,0.99941,2.94,0.64,8.8,6,8.805195065088403,Low
6.7,0.25,0.31,0.8544153281560676,0.05921185963184609,30.5,218.0,0.99388,3.16,0.53,9.5,5,9.558498007807783,Low
6.6,0.22,0.36,1.8718021769015913,0.028587456851912555,30.0,105.0,0.99206,3.2,0.47,11.8,6,11.894441868435377,Low
6.8,0.25,0.37,1.410986973710262,0.025667746748577788,29.0,93.0,0.99035,3.14,0.45,12.2,6,12.318877164638764,Low
7.0,0.13,0.37,2.6282852326333477,0.04114194333117518,36.0,105.0,0.99581,3.05,0.55,10.7,6,10.745021640674425,Low
7.0,0.45,0.34,3.0349529867072724,0.039220713153281295,12.0,67.0,0.9976,3.07,0.38,11.0,6,11.026463512429832,Low
7.2,0.32,0.3,2.224623551524334,0.019802627296179712,14.0,104.0,0.99362,2.99,0.44,11.4,6,11.473199009681771,Low
7.0,0.13,0.37,2.6282852326333477,0.04114194333117518,36.0,105.0,0.99581,3.05,0.55,10.7,6,10.745021640674425,Low
5.9,0.34,0.3,1.5686159179138452,0.0344014267173324,57.0,135.0,0.99016,3.09,0.34,12.0,6,12.119253453987234,Low
6.8,0.22,0.31,2.066862759472976,0.03633192924739028,33.0,121.0,0.99176,3.02,0.39,11.9,8,11.99887069452287,High
7.2,0.32,0.3,2.224623551524334,0.019802627296179712,14.0,104.0,0.99362,2.99,0.44,11.4,6,11.473199009681771,Low
8.4,0.32,0.35,2.5416019934645457,0.028587456851912555,3.0,46.0,0.99439,3.02,0.34,11.8,6,11.866571465923833,Low
6.8,0.27,0.29,1.7227665977411035,0.044973365642731154,6.0,88.0,0.99458,3.34,0.48,10.6,4,10.657765086770294,Low
8.0,0.74,0.21,1.6094379124341003,0.048790164169432,24.0,133.0,0.99418,3.06,0.38,9.7,5,9.756784485706813,Low
7.0,0.45,0.34,3.0349529867072724,0.039220713153281295,12.0,67.0,0.9976,3.07,0.38,11.0,6,11.026463512429832,Low
7.0,0.13,0.37,2.6282852326333477,0.04114194333117518,36.0,105.0,0.99581,3.05,0.55,10.7,6,10.745021640674425,Low
5.4,0.22,0.29,0.7884573603642702,0.04401688541677433,69.0,152.0,0.99178,3.76,0.63,11.0,7,11.091169412571336,High
8.4,0.22,0.3,2.2925347571405443,0.023716526617316044,17.0,118.0,0.99456,2.99,0.34,10.5,6,10.557432432432432,Low
7.4,0.32,0.22,2.5416019934645457,0.0344014267173324,44.0,150.0,0.99578,3.1,0.45,10.4,5,10.444073992247285,Low
7.5,0.18,0.37,1.9740810260220096,0.048790164169432,21.0,138.0,0.99546,3.2,0.55,10.5,6,10.547887408836116,Low
7.1,0.47,0.29,2.760009940032921,0.023716526617316044,22.0,142.0,0.99518,3.12,0.48,12.0,8,12.05812013907032,High
7.1,0.47,0.29,2.760009940032921,0.023716526617316044,22.0,142.0,0.99518,3.12,0.48,12.0,8,12.05812013907032,High
5.8,0.19,0.25,2.468099531471619,0.04114194333117518,33.0,124.0,0.99646,3.22,0.41,9.2,6,9.232683700299058,Low
6.7,0.14,0.46,0.9555114450274363,0.03536714383729131,15.0,92.0,0.99264,3.37,0.49,10.9,5,10.980818826563508,Low
6.8,0.24,0.38,2.2300144001592104,0.04401688541677433,50.0,185.0,0.99578,3.15,0.5,9.5,6,9.540259896764345,Low
6.9,0.25,0.47,2.2407096892759584,0.04114194333117518,36.0,156.0,0.99604,3.15,0.55,9.4,6,9.437371993092647,Low
6.0,0.24,0.33,1.252762968495368,0.025667746748577788,31.0,85.0,0.99014,3.13,0.5,11.3,7,11.412527521360616,High
6.8,0.29,0.34,1.5040773967762742,0.05259245011917058,26.0,189.0,0.99489,3.42,0.58,10.4,5,10.453416960669019,Low
6.3,0.33,0.42,2.9014215940827497,0.03633192924739028,57.0,170.0,0.99884,3.26,0.57,9.4,6,9.410916663329463,Low
6.5,0.23,0.45,1.1314021114911006,0.026641930946421175,43.0,104.0,0.99054,3.02,0.52,11.3,6,11.407918912916188,Low
6.3,0.27,0.29,2.580216829592325,0.04305948946044697,59.0,196.0,0.99782,3.14,0.4,8.8,6,8.819225912489227,Low
6.3,0.2,0.37,2.5494451709255714,0.04401688541677433,58.0,130.0,0.99519,3.2,0.35,10.8,5,10.852199077563078,Low
6.2,0.33,0.41,2.8791984572980396,0.03633192924739028,58.0,173.0,0.99882,3.25,0.57,9.4,6,9.411105104022747,Low
6.3,0.33,0.42,2.9014215940827497,0.03633192924739028,57.0,170.0,0.99884,3.26,0.57,9.4,6,9.410916663329463,Low
7.2,0.21,1.0,0.7419373447293773,0.14323416808590783,46.0,114.0,0.9931,2.95,0.43,9.2,6,9.263921055281441,Low
5.7,0.12,0.26,1.8718021769015913,0.03343477608623739,21.0,99.0,0.99324,3.09,0.57,9.9,6,9.967379485320768,Low
6.9,0.24,0.37,1.9600947840472698,0.026641930946421175,38.0,112.0,0.99086,3.19,0.34,12.4,6,12.514381446420282,Low
7.7,0.18,0.53,0.7884573603642702,0.04018178963283184,42.0,167.0,0.9908,3.11,0.44,11.9,5,12.010496568429552,Low
7.1,0.17,0.43,0.832909122935104,0.022739486969489426,33.0,132.0,0.99067,3.11,0.56,11.7,6,11.81018906396681,Low
7.5,0.33,0.38,2.272125885509337,0.11867152971749864,49.0,199.0,0.99711,2.98,0.57,9.4,5,9.42724473729077,Low
6.2,0.255,0.24,0.9932517730102833,0.038258712117090345,138.5,272.0,0.99452,3.53,0.53,9.6,4,9.652897880384508,Low
7.5,0.33,0.38,2.272125885509337,0.11867152971749864,49.0,199.0,0.99711,2.98,0.57,9.4,5,9.42724473729077,Low
5.6,0.2,0.66,2.4159137783010487,0.042101176018635396,78.0,175.0,0.9945,2.98,0.43,10.4,7,10.457516339869281,High
7.6,0.17,0.36,1.7047480922384253,0.04114194333117518,26.0,102.0,0.99427,3.09,0.47,9.5,5,9.554748710108925,Low
5.8,0.15,0.31,1.9315214116032138,0.03536714383729131,7.0,73.0,0.99152,3.2,0.43,11.9,6,12.001775052444732,Low
6.3,0.25,0.44,0.9932517730102833,0.023716526617316044,36.0,116.0,0.98935,3.18,0.4,12.5,6,12.63455804315965,Low
6.9,0.28,0.41,0.8754687373538999,0.01587334915629015,6.0,55.0,0.98876,3.16,0.4,13.4,5,13.552328168615237,Low
7.2,0.27,0.37,1.8562979903656263,0.025667746748577788,27.0,114.0,0.99174,3.13,0.84,12.7,5,12.80577570734265,Low
6.2,0.25,0.38,2.186051276738094,0.04401688541677433,54.0,208.0,0.99572,3.17,0.46,9.1,5,9.139115413971798,Low
8.5,0.19,0.48,0.7419373447293773,0.025667746748577788,23.0,58.0,0.99184,2.9,0.5,10.5,6,10.58638490079045,Low
6.2,0.25,0.54,2.0794415416798357,0.044973365642731154,58.0,176.0,0.99454,3.19,0.7,10.4,5,10.457095742755445,Low
6.2,0.25,0.54,2.0794415416798357,0.044973365642731154,58.0,176.0,0.99454,3.19,0.7,10.4,5,10.457095742755445,Low
6.8,0.28,0.43,2.151762203259462,0.0295588022415444,30.0,110.0,0.99164,3.08,0.59,12.5,8,12.605380985034893,High
6.2,0.25,0.54,2.0794415416798357,0.044973365642731154,58.0,176.0,0.99454,3.19,0.7,10.4,5,10.457095742755445,Low
7.4,0.21,0.8,2.5877640352277083,0.037295784743696894,77.0,183.0,0.99778,2.95,0.48,9.0,5,9.02002445428852,Low
7.0,0.15,0.38,2.791165107812717,0.04401688541677433,54.0,120.0,0.9975,3.18,0.42,9.8,6,9.824561403508772,Low
7.4,0.21,0.8,2.5877640352277083,0.037295784743696894,77.0,183.0,0.99778,2.95,0.48,9.0,5,9.02002445428852,Low
6.1,0.18,0.38,1.1939224684724346,0.032467190137501496,28.0,111.0,0.98962,3.16,0.49,12.4,6,12.530062044016894,Low
6.8,0.28,0.43,2.151762203259462,0.0295588022415444,30.0,110.0,0.99164,3.08,0.59,12.5,8,12.605380985034893,High
6.5,0.36,0.38,2.4159137783010487,0.027615167032973367,20.0,82.0,0.99274,3.1,0.43,12.1,7,12.188488425972562,High
7.5,0.25,0.47,1.62924053973028,0.04018178963283184,95.0,163.0,0.99184,2.92,0.59,11.3,6,11.39296660751734,Low
6.7,0.24,0.41,1.3609765531356006,0.038258712117090345,48.0,122.0,0.99052,3.25,0.43,12.0,5,12.114848766304569,Low
6.6,0.25,0.33,2.2512917986064953,0.04114194333117518,29.0,141.0,0.99546,3.28,0.6,10.4,5,10.447431338275772,Low
6.4,0.15,0.4,0.9162907318741551,0.04114194333117518,23.0,87.0,0.98972,3.11,0.46,12.2,7,12.326718667906073,High
6.3,0.28,0.3,1.410986973710262,0.038258712117090345,24.0,115.0,0.9942,3.05,0.43,8.6,5,8.650170991752162,Low
6.2,0.25,0.38,2.186051276738094,0.04401688541677433,54.0,208.0,0.99572,3.17,0.46,9.1,5,9.139115413971798,Low
7.1,0.28,0.35,1.5040773967762742,0.027615167032973367,35.0,91.0,0.99022,2.96,0.33,12.1,5,12.21950677627194,Low
6.6,0.35,0.34,1.7749523509116738,0.03149866705937099,9.0,125.0,0.99253,3.32,0.81,12.0,5,12.090314650438778,Low
8.5,0.19,0.48,0.7419373447293773,0.025667746748577788,23.0,58.0,0.99184,2.9,0.5,10.5,6,10.58638490079045,Low
6.2,0.25,0.54,2.0794415416798357,0.044973365642731154,58.0,176.0,0.99454,3.19,0.7,10.4,5,10.457095742755445,Low
6.0,0.35,0.51,0.7884573603642702,0.028587456851912555,10.0,102.0,0.9903,3.46,0.42,11.9,6,12.016560638190448,Low
5.8,0.31,0.32,1.7047480922384253,0.023716526617316044,28.0,94.0,0.98906,3.25,0.52,13.7,7,13.851535801670272,High
6.6,0.17,0.35,1.2809338454620642,0.0295588022415444,33.0,78.0,0.99146,3.22,0.72,11.3,6,11.397333225747888,Low
8.5,0.23,0.4,2.388762789235098,0.03536714383729131,24.0,88.0,0.9951,3.02,0.42,10.5,6,10.551703346397348,Low
5.8,0.31,0.32,1.7047480922384253,0.023716526617316044,28.0,94.0,0.98906,3.25,0.52,13.7,7,13.851535801670272,High
6.1,0.2,0.34,2.3513752571634776,0.04018178963283184,38.0,201.0,0.995,3.14,0.44,10.1,3,10.15075376884422,Low
6.3,0.37,0.37,0.9162907318741551,0.023716526617316044,12.0,76.0,0.98876,2.94,0.39,12.3,6,12.439823617460254,Low
6.2,0.36,0.38,1.4350845252893227,0.03052920503482287,20.0,89.0,0.98956,3.06,0.33,12.0,7,12.126601721977444,High
6.6,0.17,0.35,1.2809338454620642,0.0295588022415444,33.0,78.0,0.99146,3.22,0.72,11.3,6,11.397333225747888,Low
6.3,0.28,0.47,2.501435951739211,0.039220713153281295,61.0,183.0,0.99592,3.12,0.51,9.5,6,9.538918788657723,Low
7.6,0.27,0.52,1.4350845252893227,0.042101176018635396,28.0,152.0,0.99129,3.02,0.53,11.4,6,11.500166449777563,Low
7.0,0.25,0.45,1.1939224684724346,0.04401688541677433,40.0,118.0,0.99064,3.16,0.48,11.9,7,12.012436404748446,High
9.7,0.24,0.49,1.7749523509116738,0.03149866705937099,3.0,18.0,0.99368,2.85,0.54,10.0,6,10.063601964415103,Low
9.7,0.24,0.49,1.7749523509116738,0.03149866705937099,3.0,18.0,0.99368,2.85,0.54,10.0,6,10.063601964415103,Low
6.8,0.13,0.39,0.8754687373538999,0.03343477608623739,19.0,102.0,0.99121,3.23,0.6,11.3,7,11.400207826797551,High
6.6,0.78,0.5,0.9162907318741551,0.04401688541677433,30.0,133.0,0.99104,3.25,0.48,11.7,5,11.805779786890538,Low
5.1,0.33,0.27,2.0412203288596382,0.02176149178151269,44.0,129.0,0.99221,3.36,0.39,11.0,7,11.086362765946724,High
6.7,0.34,0.4,1.1314021114911006,0.032467190137501496,34.0,111.0,0.98924,2.97,0.48,12.2,7,12.332699850390197,High
7.0,0.26,0.34,2.4765384001174837,0.037295784743696894,25.0,84.0,0.99432,3.11,0.34,10.9,6,10.96226566899992,Low
6.5,0.29,0.26,2.0794415416798357,0.039220713153281295,18.0,113.0,0.99366,3.17,0.38,10.2,6,10.26508061107421,Low
7.0,0.25,0.45,1.1939224684724346,0.04401688541677433,40.0,118.0,0.99064,3.16,0.48,11.9,7,12.012436404748446,High
7.6,0.21,0.49,1.252762968495368,0.045928931888399804,20.0,130.0,0.99178,3.15,0.48,11.1,5,11.191998225412894,Low
7.7,0.26,0.51,1.2809338454620642,0.04401688541677433,26.0,159.0,0.99126,3.0,0.5,11.2,6,11.29875108447834,Low
7.6,0.27,0.52,1.4350845252893227,0.042101176018635396,28.0,152.0,0.99129,3.02,0.53,11.4,6,11.500166449777563,Low
7.7,0.25,0.49,1.252762968495368,0.045928931888399804,31.0,169.0,0.99252,3.07,0.57,10.6,6,10.679885543868133,Low
7.6,0.35,0.46,2.7536607123542622,0.045928931888399804,33.0,151.0,0.99709,3.03,0.53,10.3,5,10.330060475985118,Low
6.9,0.3,0.36,1.7047480922384253,0.05259245011917058,31.0,203.0,0.99513,3.4,0.57,10.4,4,10.450895862852091,Low
6.7,0.24,0.46,1.1631508098056809,0.032467190137501496,19.0,111.0,0.99045,3.1,0.62,11.9,6,12.014740774395477,Low
6.5,0.23,0.39,1.0647107369924282,0.03536714383729131,41.0,98.0,0.99,3.19,0.43,11.9,7,12.02020202020202,High
7.6,0.23,0.34,0.9555114450274363,0.042101176018635396,24.0,129.0,0.99305,3.12,0.7,10.4,5,10.472785861739087,Low
6.5,0.24,0.39,2.9069010598473755,0.050693114315518116,22.0,126.0,0.99888,3.11,0.47,9.2,6,9.21031555341983,Low
6.3,0.17,0.32,1.6486586255873816,0.039220713153281295,37.0,117.0,0.99182,3.24,0.43,11.3,6,11.39319634611119,Low
6.3,0.17,0.32,1.6486586255873816,0.039220713153281295,37.0,117.0,0.99182,3.24,0.43,11.3,6,11.39319634611119,Low
6.7,0.21,0.37,1.252762968495368,0.03343477608623739,35.0,89.0,0.9913,3.25,0.5,11.0,7,11.096539897104812,High
6.5,0.23,0.39,1.0647107369924282,0.03536714383729131,41.0,98.0,0.99,3.19,0.43,11.9,7,12.02020202020202,High
5.9,0.28,0.39,0.8754687373538999,0.03052920503482287,47.0,147.0,0.98836,3.08,0.64,12.9,7,13.051924400016189,High
5.9,0.19,0.37,0.5877866649021191,0.026641930946421175,3.0,21.0,0.9897,3.09,0.31,10.8,5,10.912397696271597,Low
6.2,0.25,0.42,2.1972245773362196,0.04783732941416013,53.0,206.0,0.99586,3.16,0.47,9.1,6,9.137830618761674,Low
7.6,0.23,0.34,0.9555114450274363,0.042101176018635396,24.0,129.0,0.99305,3.12,0.7,10.4,5,10.472785861739087,Low
5.5,0.18,0.22,1.8718021769015913,0.03633192924739028,10.0,86.0,0.99156,3.46,0.44,12.2,5,12.303844447133809,Low
6.5,0.24,0.39,2.9069010598473755,0.050693114315518116,22.0,126.0,0.99888,3.11,0.47,9.2,6,9.21031555341983,Low
7.4,0.23,0.38,2.2617630984737906,0.050693114315518116,41.0,150.0,0.99534,3.06,0.46,10.3,5,10.348222717865253,Low
7.2,0.17,0.37,2.066862759472976,0.05732506661926941,47.0,128.0,0.99322,3.08,0.46,11.0,7,11.075089104125974,High
7.6,0.3,0.38,1.1314021114911006,0.042101176018635396,10.0,98.0,0.99296,3.17,0.65,11.0,5,11.077989042861747,Low
5.0,0.24,0.21,1.1631508098056809,0.038258712117090345,31.0,100.0,0.99098,3.69,0.62,11.7,6,11.806494581121717,Low
6.1,0.21,0.38,0.9162907318741551,0.038258712117090345,37.0,122.0,0.98972,3.2,0.43,12.0,6,12.124641312694498,Low
6.5,0.33,0.38,1.252762968495368,0.045928931888399804,30.0,148.0,0.98964,3.17,0.43,12.7,6,12.832949355321126,Low
6.3,0.35,0.26,2.9231615807191558,0.05921185963184609,59.0,198.0,0.99918,3.11,0.49,8.8,5,8.807221921976021,Low
6.3,0.17,0.32,1.6486586255873816,0.039220713153281295,37.0,117.0,0.99182,3.24,0.43,11.3,6,11.39319634611119,Low
6.6,0.25,0.35,1.3609765531356006,0.03343477608623739,38.0,121.0,0.99008,3.19,0.4,12.8,6,12.928248222365871,Low
6.5,0.16,0.33,1.7578579175523736,0.042101176018635396,45.0,114.0,0.992,3.18,0.44,11.2,6,11.29032258064516,Low
6.6,0.39,0.39,2.5572273113676265,0.055434706888100586,51.0,221.0,0.99851,3.26,0.51,8.9,6,8.913280788374678,Low
5.6,0.19,0.27,0.6418538861723948,0.039220713153281295,52.0,103.0,0.99026,3.5,0.39,11.2,5,11.310160967826631,Low
6.2,0.25,0.39,0.832909122935104,0.04974209189481407,42.0,135.0,0.9906,3.23,0.4,11.1,6,11.205330102967897,Low
6.9,0.22,0.43,2.0014800002101243,0.04114194333117518,34.0,115.0,0.99293,3.05,0.51,10.8,6,10.876899680742852,Low
6.2,0.19,0.29,1.667706820558076,0.04401688541677433,33.0,126.0,0.99658,3.18,0.42,9.3,6,9.331915149812358,Low
6.6,0.39,0.39,2.5572273113676265,0.055434706888100586,51.0,221.0,0.99851,3.26,0.51,8.9,6,8.913280788374678,Low
5.9,0.33,0.32,2.2082744135228043,0.037295784743696894,9.0,34.0,0.9911,3.22,0.36,12.7,7,12.814045000504489,High
7.8,0.17,0.5,0.832909122935104,0.04401688541677433,35.0,140.0,0.9904,3.16,0.4,12.0,6,12.11631663974152,Low
6.2,0.23,0.36,2.9014215940827497,0.038258712117090345,37.0,130.0,0.99946,3.23,0.43,8.8,6,8.804754567466432,Low
6.2,0.23,0.36,2.9014215940827497,0.038258712117090345,37.0,130.0,0.99946,3.23,0.43,8.8,6,8.804754567466432,Low
6.2,0.23,0.36,2.9014215940827497,0.038258712117090345,37.0,130.0,0.99946,3.23,0.43,8.8,6,8.804754567466432,Low
7.2,0.32,0.4,2.272125885509337,0.037295784743696894,45.0,154.0,0.99568,3.2,0.47,10.4,6,10.445122931062189,Low
6.2,0.23,0.36,2.9014215940827497,0.038258712117090345,37.0,130.0,0.99946,3.23,0.43,8.8,6,8.804754567466432,Low
7.2,0.32,0.4,2.272125885509337,0.037295784743696894,45.0,154.0,0.99568,3.2,0.47,10.4,6,10.445122931062189,Low
5.8,0.39,0.47,2.1400661634962708,0.026641930946421175,12.0,88.0,0.9907,3.38,0.45,14.0,6,14.131422226708388,Low
6.2,0.23,0.36,2.9014215940827497,0.038258712117090345,37.0,130.0,0.99946,3.23,0.43,8.8,6,8.804754567466432,Low
5.8,0.29,0.33,1.547562508716013,0.028587456851912555,30.0,88.0,0.98994,3.25,0.42,12.3,6,12.424995454269956,Low
7.2,0.4,0.38,1.1631508098056809,0.0295588022415444,40.0,109.0,0.99075,3.27,0.46,12.6,6,12.717638152914459,Low
6.8,0.39,0.34,2.128231705849268,0.019802627296179712,38.0,133.0,0.99212,3.18,0.44,12.0,7,12.09531105108253,High
6.1,0.17,0.42,2.7788192719904172,0.032467190137501496,28.0,124.0,0.99684,2.87,0.47,9.5,5,9.530115163917982,Low
6.8,0.39,0.34,2.128231705849268,0.019802627296179712,38.0,133.0,0.99212,3.18,0.44,12.0,7,12.09531105108253,High
7.1,0.36,0.37,1.7578579175523736,0.018821754240587758,39.0,114.0,0.99036,3.08,0.49,12.7,7,12.8236196938487,High
6.9,0.19,0.32,2.186051276738094,0.04114194333117518,30.0,130.0,0.99456,3.4,0.39,10.5,6,10.557432432432432,Low
6.5,0.34,0.46,0.6931471805599453,0.022739486969489426,6.0,80.0,0.98865,3.15,0.54,12.9,6,13.048095888332575,Low
6.1,0.17,0.42,2.7788192719904172,0.032467190137501496,28.0,124.0,0.99684,2.87,0.47,9.5,5,9.530115163917982,Low
6.8,0.39,0.34,2.128231705849268,0.019802627296179712,38.0,133.0,0.99212,3.18,0.44,12.0,7,12.09531105108253,High
